Predicted_FRP,FRP_1_days_ago
-2.1202672,-2.0
-2.1202672,-2.0
-2.103467,-2.0
-2.103467,-2.0
-2.103467,-2.0
-2.0928533,-2.0
-2.0928533,-2.0
-2.0955915,-2.0
-2.0955915,-2.0
-2.0955915,-2.0
-2.0755627,-2.0
-2.0755627,-2.0
-2.0608742,-2.0
-2.0608742,-2.0
-2.0608742,-2.0
-2.057552,-2.0
-2.057552,-2.0
-2.0724697,-2.0
-2.0724697,-2.0
-2.0724697,-2.0
-2.0860844,-2.0
-2.0860844,-2.0
-2.1204357,-2.0
-2.1204357,-2.0
-2.1204357,-2.0
-2.1375952,-2.0
-2.1375952,-2.0
-2.1313603,-2.0
-2.1313603,-2.0
-2.1313603,-2.0
-2.1387453,-2.0
-2.1387453,-2.0
-2.131179,-2.0
-2.131179,-2.0
-2.131179,-2.0
-2.1264398,-2.0
-2.1264398,-2.0
-2.1328678,-2.0
-2.1328678,-2.0
-2.1328678,-2.0
-2.1395552,-2.0
-2.1395552,-2.0
-2.144279,-2.0
-2.144279,-2.0
-2.144279,-2.0
-2.1535733,-2.0
-2.1535733,-2.0
-2.1534636,-2.0
-2.1534636,-2.0
-2.1534636,-2.0
-2.15234,-2.0
-2.15234,-2.0
-2.14928,-2.0
-2.14928,-2.0
-2.14928,-2.0
-2.1445155,-2.0
-2.1445155,-2.0
-2.1357565,-2.0
-2.1357565,-2.0
-2.1357565,-2.0
-2.1303568,-2.0
-2.1303568,-2.0
-2.1246145,-2.0
-2.1246145,-2.0
-2.1246145,-2.0
-2.1142497,-2.0
-2.1142497,-2.0
-2.102342,-2.0
-2.102342,-2.0
-2.102342,-2.0
-2.0895782,-2.0
-2.0895782,-2.0
-2.0814295,-2.0
-2.0814295,-2.0
-2.0814295,-2.0
-2.0766282,-2.0
-2.0766282,-2.0
-2.0678334,-2.0
-2.0678334,-2.0
-2.0678334,-2.0
-2.0428588,-2.0
-2.0428588,-2.0
-2.0285358,-2.0
-2.0285358,-2.0
-2.0285358,-2.0
-2.017936,-2.0
-2.017936,-2.0
-2.01102,-2.0
-2.01102,-2.0
-2.01102,-2.0
-2.0092187,-2.0
-2.0092187,-2.0
-2.0056355,-2.0
-2.0056355,-2.0
-2.0056355,-2.0
-1.9906514,-2.0
-1.9906514,-2.0
-1.9658183,-2.0
-1.9658183,-2.0
-1.9658183,-2.0
-1.9576969,-2.0
-1.9576969,-2.0
-1.9524894,-2.0
-1.9524894,-2.0
-1.9524894,-2.0
-1.9135492,-2.0
-1.9135492,-2.0
-1.9155906,-2.0
-1.9155906,-2.0
-1.9155906,-2.0
-1.9740692,-2.0
-1.9733663,-2.0
-1.9457057,-2.0
-1.9457057,-2.0
-1.9457057,-2.0
-1.9055209,-2.0
-1.9055209,-2.0
-1.9052124,-2.0
-1.9052124,-2.0
-1.9052124,-2.0
-1.9117848,-2.0
-1.9117848,-2.0
-1.9144325,-2.0
-1.9144325,-2.0
-1.9144325,-2.0
-1.9054978,-2.0
-1.9054978,-2.0
-1.9057741,-2.0
-1.9057741,-2.0
-1.9057741,-2.0
-1.9063368,-2.0
-1.9063368,-2.0
-1.9069123,-2.0
-1.9069123,-2.0
-1.9069123,-2.0
-1.8997295,-2.0
-1.8997295,-2.0
-1.8959609,-2.0
-1.8959609,-2.0
-1.8959609,-2.0
-1.9014802,-2.0
-1.9014802,-2.0
-1.898021,-2.0
-1.898021,-2.0
-1.898021,-2.0
-1.9087832,-2.0
-1.9087832,-2.0
-1.9092615,-2.0
-1.9092615,-2.0
-1.9092615,-2.0
-1.9089189,-2.0
-1.9089189,-2.0
-1.9086108,-2.0
-1.9086108,-2.0
-1.9086108,-2.0
-1.9094057,-2.0
-1.9094057,-2.0
-1.9143298,-2.0
-1.9143298,-2.0
-1.9143298,-2.0
-1.9372755,-2.0
-1.9372755,-2.0
-1.9586598,-2.0
-1.9586598,-2.0
-1.9586598,-2.0
-2.0056303,-2.0
-2.0056303,-2.0
-2.0197763,-2.0
-2.0197763,-2.0
-2.0197763,-2.0
-2.0382292,-2.0
-2.0382292,-2.0
-2.068143,-2.0
-2.068143,-2.0
-2.068143,-2.0
-2.0766025,-2.0
-2.0766025,-2.0
-2.0971735,-2.0
-2.0971735,-2.0
-2.0971735,-2.0
-2.1126773,-2.0
-2.1126773,-2.0
-2.1218412,-2.0
-2.1218412,-2.0
-2.1218412,-2.0
-2.1329675,-2.0
-2.1329675,-2.0
-2.1388113,-2.0
-2.1388113,-2.0
-2.1388113,-2.0
-2.1416125,-2.0
-2.1416125,-2.0
-2.1452384,-2.0
-2.1452384,-2.0
-2.1452384,-2.0
-2.1530182,-2.0
-2.1530182,-2.0
-2.158024,-2.0
-2.158024,-2.0
-2.158024,-2.0
-2.1653314,-2.0
-2.1653314,-2.0
-2.1706715,-2.0
-2.1706715,-2.0
-2.1706715,-2.0
-2.175217,-2.0
-2.175217,-2.0
-2.1838493,-2.0
-2.1838493,-2.0
-2.1838493,-2.0
-2.1831875,-2.0
-2.1831875,-2.0
-2.1686823,-2.0
-2.1686823,-2.0
-2.1686823,-2.0
-2.1499884,-2.0
-2.1499884,-2.0
-2.1019034,-2.0
-2.1019034,-2.0
-2.1019034,-2.0
-2.0224352,-2.0
-2.0224352,-2.0
-1.9939704,-2.0
-1.9939704,-2.0
-1.9939704,-2.0
-1.997019,-2.0
-1.997019,-2.0
-1.8401198,-2.0
-1.8401198,-2.0
-1.838658,-2.0
-1.838658,-2.0
-1.838658,-2.0
-1.8374335,-2.0
-1.8374335,-2.0
-1.8316799,-2.0
-1.8316799,-2.0
-1.8316799,-2.0
-1.8221793,-2.0
-1.8221793,-2.0
-1.8197027,-2.0
-1.8197027,-2.0
-1.8197027,-2.0
-1.8231466,-2.0
-1.8231466,-2.0
-1.8248076,-2.0
-1.8248076,-2.0
-1.8248076,-2.0
-1.8263167,-2.0
-1.8263167,-2.0
-1.828548,-2.0
-1.828548,-2.0
-1.828548,-2.0
-1.8333117,-2.0
-1.8333117,-2.0
-1.8372773,-2.0
-1.8372773,-2.0
-1.8372773,-2.0
-1.8382108,-2.0
-1.8382108,-2.0
-1.8368379,-2.0
-1.8368379,-2.0
-1.8368379,-2.0
-1.8353348,-2.0
-1.8353348,-2.0
-1.8349625,-2.0
-1.8349625,-2.0
-1.8349625,-2.0
-1.8334836,-2.0
-1.8334836,-2.0
-1.831062,-2.0
-1.831062,-2.0
-1.831062,-2.0
-1.8280634,-2.0
-1.8280634,-2.0
-1.8291737,-2.0
-1.8291737,-2.0
-1.8291737,-2.0
-1.8313828,-2.0
-1.8313828,-2.0
-1.8348615,-2.0
-1.8348615,-2.0
-1.8348615,-2.0
-1.8434355,-2.0
-1.8434355,-2.0
-1.8543041,-2.0
-1.8543041,-2.0
-1.8543041,-2.0
-1.863593,-2.0
-1.863593,-2.0
-1.8709608,-2.0
-1.8709608,-2.0
-1.8709608,-2.0
-1.8773332,-2.0
-1.8773332,-2.0
-1.8843138,-2.0
-1.8843138,-2.0
-1.8843138,-2.0
-1.8932637,-2.0
-1.8932637,-2.0
-1.895819,-2.0
-1.895819,-2.0
-1.895819,-2.0
-1.8954208,-2.0
-1.8954208,-2.0
-1.8950229,-2.0
-1.8950229,-2.0
-1.8950229,-2.0
-1.8923162,-2.0
-1.8923162,-2.0
-1.8855885,-2.0
-1.8855885,-2.0
-1.8855885,-2.0
-1.8773538,-2.0
-1.8773538,-2.0
-1.8716766,-2.0
-1.8716766,-2.0
-1.8716766,-2.0
-1.867814,-2.0
-1.867814,-2.0
-1.8621688,-2.0
-1.8621688,-2.0
-1.8621688,-2.0
-1.8611085,-2.0
-1.8611085,-2.0
-1.8608737,-2.0
-1.8608737,-2.0
-1.8608737,-2.0
-1.8600563,-2.0
-1.8600563,-2.0
-1.8636594,-2.0
-1.8636594,-2.0
-1.8636594,-2.0
-1.8685029,-2.0
-1.8685029,-2.0
-1.8712307,-2.0
-1.8712307,-2.0
-1.8712307,-2.0
-1.8732266,-2.0
-1.8732266,-2.0
-1.8759718,-2.0
-1.8759718,-2.0
-1.8759718,-2.0
-1.8858308,-2.0
-1.8858308,-2.0
-1.8939834,-2.0
-1.8939834,-2.0
-1.8939834,-2.0
-1.894114,-2.0
-1.894114,-2.0
-1.8943009,-2.0
-1.8943009,-2.0
-1.8943009,-2.0
-1.8945827,-2.0
-1.8945827,-2.0
-1.8962528,-2.0
-1.8962528,-2.0
-1.8962528,-2.0
-1.8977878,-2.0
-1.8977878,-2.0
-1.9040046,-2.0
-1.9040046,-2.0
-1.9040046,-2.0
-1.9211941,-2.0
-1.9211941,-2.0
-1.9346025,-2.0
-1.8944075,-2.0
-1.8944075,-2.0
-1.8129656,-2.0
-1.8129656,-2.0
-1.8119076,-2.0
-1.8119076,-2.0
-1.8119076,-2.0
-1.8207881,-2.0
-1.8207881,-2.0
-1.8572353,-2.0
-1.8572353,-2.0
-1.8572353,-2.0
-1.8621364,-2.0
-1.8621364,-2.0
-1.931231,-2.0
-1.9859972,-2.0
-1.9859972,-2.0
-2.0081797,-2.0
-2.0081797,-2.0
-2.0429368,-2.0
-2.0429368,-2.0
-2.0429368,-2.0
-2.043211,-2.0
-2.043211,-2.0
-2.0333033,-2.0
-2.0333033,-2.0
-2.0333033,-2.0
-2.027938,-2.0
-2.027938,-2.0
-2.0427911,-2.0
-2.0427911,-2.0
-2.0427911,-2.0
-2.0612473,-2.0
-2.0612473,-2.0
-2.0839248,-2.0
-2.0839248,-2.0
-2.0839248,-2.0
-2.1191297,-2.0
-2.1191297,-2.0
-2.12742,-2.0
-2.12742,-2.0
-2.1100006,-2.0
-1.612586,-2.0
-1.64307,-2.0
-1.5569017,-2.0
-1.5894326,-2.0
-1.9009837,-2.0
-1.933445,-2.0
-1.9071517,-2.0
-1.9574857,-2.0
-1.947553,-2.0
-1.947553,-2.0
-1.9648747,-2.0
-1.9696873,-2.0
-1.9496969,-2.0
-1.9505107,-2.0
-1.9505107,-2.0
-1.9687126,-2.0
-1.9687126,-2.0
-1.9861647,-2.0
-1.9861647,-2.0
-1.9861647,-2.0
-1.9822304,-2.0
-1.9822304,-2.0
-1.9726384,-2.0
-1.9726384,-2.0
-1.9720569,-2.0
-1.9532123,-2.0
-1.9542809,-2.0
-1.9217092,-2.0
-1.9217092,-2.0
-1.9217092,-2.0
-1.9122505,-2.0
-1.9134569,-2.0
-1.9004347,-2.0
-1.9004347,-2.0
-1.9004347,-2.0
-1.886149,-2.0
-1.8891664,-2.0
-1.9016854,-2.0
-1.9016854,-2.0
-1.9016854,-2.0
-1.913029,-2.0
-1.913029,-2.0
-1.8991915,-2.0
-1.8991915,-2.0
-1.8966336,-2.0
-1.8955462,-2.0
-1.8955462,-2.0
-1.8893124,-2.0
-1.8893124,-2.0
-1.8893124,-2.0
-1.885118,-2.0
-1.885118,-2.0
-1.8675928,-2.0
-1.8675928,-2.0
-1.8675928,-2.0
-1.8860793,-2.0
-1.882952,-2.0
-1.8857031,-2.0
-1.8857031,-2.0
-1.8857031,-2.0
-1.9034226,-2.0
-1.9034226,-2.0
-1.91894,-2.0
-1.91894,-2.0
-1.91894,-2.0
-1.9191504,-2.0
-1.9191504,-2.0
-1.9484475,-2.0
-1.9484475,-2.0
-1.9484475,-2.0
-1.945538,-2.0
-1.9425852,-2.0
-1.9562857,-2.0
-1.9562857,-2.0
-1.9562857,-2.0
-1.9235923,-2.0
-1.923279,-2.0
-1.9036355,-2.0
-1.9043882,-2.0
-1.9043882,-2.0
-1.8964698,-2.0
-1.8958488,-2.0
-1.7832808,-2.0
-1.8956122,-2.0
-1.8956122,-2.0
-1.9004812,-2.0
-1.9004812,-2.0
-1.8993886,-2.0
-1.8993886,-2.0
-1.8993886,-2.0
-1.9168613,-2.0
-1.9168613,-2.0
-1.5626925,-2.0
-1.9077555,-2.0
-1.9077555,-2.0
-1.9121894,-2.0
-1.9121894,-2.0
-1.9231622,-2.0
-1.9231622,-2.0
-1.9231622,-2.0
-1.9292562,-2.0
-1.925674,-2.0
-1.9470347,-2.0
-1.9470347,-2.0
-1.9470347,-2.0
-1.9750857,-2.0
-1.9750857,-2.0
-1.9874094,-2.0
-1.9874094,-2.0
-1.9874094,-2.0
-1.9913586,-2.0
-1.9913586,-2.0
-2.0406125,-2.0
-2.0406125,-2.0
-2.0406125,-2.0
-2.0549433,-2.0
-2.0549433,-2.0
-2.033578,-2.0
-2.033578,-2.0
-2.033578,-2.0
-2.0089724,-2.0
-2.0089724,-2.0
-1.9933507,-2.0
-1.9933507,-2.0
-1.9933507,-2.0
-2.0213985,-2.0
-2.0213985,-2.0
-2.040367,-2.0
-2.040367,-2.0
-2.040367,-2.0
-2.0723803,-2.0
-2.0723803,-2.0
-2.095439,-2.0
-2.095439,-2.0
-2.095439,-2.0
-2.0959356,-2.0
-2.0959356,-2.0
-2.074671,-2.0
-2.074671,-2.0
-2.074671,-2.0
-2.0633655,-2.0
-2.0633655,-2.0
-2.0612087,-2.0
-2.0612087,-2.0
-2.0612087,-2.0
-2.049501,-2.0
-2.049501,-2.0
-2.0537448,-2.0
-2.0537448,-2.0
-2.0537448,-2.0
-2.0558918,-2.0
-2.0558918,-2.0
-2.0354142,-2.0
-2.0354142,-2.0
-2.0354142,-2.0
-2.0425272,-2.0
-2.0425272,-2.0
-2.0641854,-2.0
-2.0641854,-2.0
-2.0641854,-2.0
-2.0798774,-2.0
-2.0798774,-2.0
-2.1042638,-2.0
-2.1042638,-2.0
-2.1042638,-2.0
-2.1135283,-2.0
-2.1135283,-2.0
-2.1236954,-2.0
-2.1236954,-2.0
-2.1236954,-2.0
-2.123582,-2.0
-2.123582,-2.0
-2.1218462,-2.0
-2.1218462,-2.0
-2.1218462,-2.0
-2.1366456,-2.0
-2.1366456,-2.0
-2.1348286,-2.0
-2.1348286,-2.0
-2.1348286,-2.0
-2.1283784,-2.0
-2.1283784,-2.0
-2.1423151,-2.0
-2.1423151,-2.0
-2.1423151,-2.0
-2.1402636,-2.0
-2.1402636,-2.0
-2.1333923,-2.0
-2.1333923,-2.0
-2.1333923,-2.0
-2.1202672,-2.0
-2.1202672,-2.0
-2.103467,-2.0
-2.103467,-2.0
-2.103467,-2.0
-2.0928533,-2.0
-2.0928533,-2.0
-2.0955915,-2.0
-2.0955915,-2.0
-2.0955915,-2.0
-2.0755627,-2.0
-2.0755627,-2.0
-2.0608742,-2.0
-2.0608742,-2.0
-2.0608742,-2.0
-2.057552,-2.0
-2.057552,-2.0
-2.0724697,-2.0
-2.0724697,-2.0
-2.0724697,-2.0
-2.0860844,-2.0
-2.0860844,-2.0
-2.1204357,-2.0
-2.1204357,-2.0
-2.1204357,-2.0
-2.1375952,-2.0
-2.1375952,-2.0
-2.1313603,-2.0
-2.1313603,-2.0
-2.1313603,-2.0
-2.1387453,-2.0
-2.1387453,-2.0
-2.131179,-2.0
-2.131179,-2.0
-2.131179,-2.0
-2.1264398,-2.0
-2.1264398,-2.0
-2.1328678,-2.0
-2.1328678,-2.0
-2.1328678,-2.0
-2.1395552,-2.0
-2.1395552,-2.0
-2.144279,-2.0
-2.144279,-2.0
-2.144279,-2.0
-2.1535733,-2.0
-2.1535733,-2.0
-2.1534636,-2.0
-2.1534636,-2.0
-2.1534636,-2.0
-2.15234,-2.0
-2.15234,-2.0
-2.14928,-2.0
-2.14928,-2.0
-2.14928,-2.0
-2.1445155,-2.0
-2.1445155,-2.0
-2.1357565,-2.0
-2.1357565,-2.0
-2.1357565,-2.0
-2.1303568,-2.0
-2.1303568,-2.0
-2.1246145,-2.0
-2.1246145,-2.0
-2.1246145,-2.0
-2.1142497,-2.0
-2.1142497,-2.0
-2.102342,-2.0
-2.102342,-2.0
-2.102342,-2.0
-2.0895782,-2.0
-2.0895782,-2.0
-2.0814295,-2.0
-2.0814295,-2.0
-2.0814295,-2.0
-2.0766282,-2.0
-2.0766282,-2.0
-2.0678334,-2.0
-2.0678334,-2.0
-2.0678334,-2.0
-2.0428588,-2.0
-2.0428588,-2.0
-2.0285358,-2.0
-2.0285358,-2.0
-2.0285358,-2.0
-2.017936,-2.0
-2.017936,-2.0
-2.01102,-2.0
-2.01102,-2.0
-2.01102,-2.0
-2.0092187,-2.0
-2.0092187,-2.0
-2.0056355,-2.0
-2.0056355,-2.0
-2.0056355,-2.0
-1.9906514,-2.0
-1.9906514,-2.0
-1.9658183,-2.0
-1.9658183,-2.0
-1.9658183,-2.0
-1.9576969,-2.0
-1.9576969,-2.0
-1.9524894,-2.0
-1.9524894,-2.0
-1.9524894,-2.0
-1.9123325,-2.0
-1.9135492,-2.0
-1.9155906,-2.0
-1.9155906,-2.0
-1.915349,-2.0
-1.9733663,-2.0
-1.9733663,-2.0
-1.9457057,-2.0
-1.9457057,-2.0
-1.9457057,-2.0
-1.9055209,-2.0
-1.9055209,-2.0
-1.9052124,-2.0
-1.9052124,-2.0
-1.9052124,-2.0
-1.9117848,-2.0
-1.9117848,-2.0
-1.9144325,-2.0
-1.9144325,-2.0
-1.9144325,-2.0
-1.9054978,-2.0
-1.9054978,-2.0
-1.9057741,-2.0
-1.9057741,-2.0
-1.9057741,-2.0
-1.9063368,-2.0
-1.9063368,-2.0
-1.9069123,-2.0
-1.9069123,-2.0
-1.9069123,-2.0
-1.8997295,-2.0
-1.8997295,-2.0
-1.8959609,-2.0
-1.8959609,-2.0
-1.8959609,-2.0
-1.9014802,-2.0
-1.9014802,-2.0
-1.898021,-2.0
-1.898021,-2.0
-1.898021,-2.0
-1.9087832,-2.0
-1.9087832,-2.0
-1.9092615,-2.0
-1.9092615,-2.0
-1.9092615,-2.0
-1.9089189,-2.0
-1.9089189,-2.0
-1.9086108,-2.0
-1.9086108,-2.0
-1.9086108,-2.0
-1.9094057,-2.0
-1.9094057,-2.0
-1.9143298,-2.0
-1.9143298,-2.0
-1.9143298,-2.0
-1.9372755,-2.0
-1.9372755,-2.0
-1.9586598,-2.0
-1.9586598,-2.0
-1.9586598,-2.0
-2.0056303,-2.0
-2.0056303,-2.0
-2.0197763,-2.0
-2.0197763,-2.0
-2.0197763,-2.0
-2.0382292,-2.0
-2.0382292,-2.0
-2.068143,-2.0
-2.068143,-2.0
-2.068143,-2.0
-2.0766025,-2.0
-2.0766025,-2.0
-2.0971735,-2.0
-2.0971735,-2.0
-2.0971735,-2.0
-2.1126773,-2.0
-2.1126773,-2.0
-2.1218412,-2.0
-2.1218412,-2.0
-2.1218412,-2.0
-2.1329675,-2.0
-2.1329675,-2.0
-2.1388113,-2.0
-2.1388113,-2.0
-2.1388113,-2.0
-2.1416125,-2.0
-2.1416125,-2.0
-2.1452384,-2.0
-2.1452384,-2.0
-2.1452384,-2.0
-2.1530182,-2.0
-2.1530182,-2.0
-2.158024,-2.0
-2.158024,-2.0
-2.158024,-2.0
-2.1653314,-2.0
-2.1653314,-2.0
-2.1706715,-2.0
-2.1706715,-2.0
-2.1706715,-2.0
-2.175217,-2.0
-2.175217,-2.0
-2.1838493,-2.0
-2.1838493,-2.0
-2.1838493,-2.0
-2.1831875,-2.0
